,name,cmc,colors,type,subtypes,rarity,power,toughness,image_url,code,release_date
140,Akki Blizzard-Herder,2.0,['Red'],Creature — Goblin Shaman,"['Goblin', 'Shaman']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74428&type=card,BOK,2005-02-04
141,Akki Coalflinger,3.0,['Red'],Creature — Goblin Shaman,"['Goblin', 'Shaman']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50338&type=card,CHK,2004-10-01
142,Akki Drillmaster,3.0,['Red'],Creature — Goblin Shaman,"['Goblin', 'Shaman']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74393&type=card,SOK,2005-06-03
143,Akki Lavarunner,4.0,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=78694&type=card,CHK,2004-10-01
144,Akki Raider,2.0,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74596&type=card,BOK,2005-02-04
145,Akki Rockspeaker,2.0,['Red'],Creature — Goblin Shaman,"['Goblin', 'Shaman']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=77919&type=card,CHK,2004-10-01
146,Akki Underling,2.0,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=79164&type=card,SOK,2005-06-03
147,Akki Underminer,4.0,['Red'],Creature — Goblin Rogue Shaman,"['Goblin', 'Rogue', 'Shaman']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=75399&type=card,CHK,2004-10-01
148,Akoum Battlesinger,2.0,['Red'],Creature — Human Berserker Ally,"['Human', 'Berserker', 'Ally']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=198360&type=card,WWK,2010-02-05
149,Akoum Boulderfoot,6.0,['Red'],Creature — Giant Warrior,"['Giant', 'Warrior']",Uncommon,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193506&type=card,ROE,2010-04-23
150,Akoum Firebird,4.0,['Red'],Creature — Phoenix,['Phoenix'],Mythic,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401804&type=card,BFZ,2015-10-02
151,Akoum Flameseeker,3.0,['Red'],Creature — Human Shaman Ally,"['Human', 'Shaman', 'Ally']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=407611&type=card,OGW,2016-01-22
152,Akoum Hellkite,6.0,['Red'],Creature — Dragon,['Dragon'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401805&type=card,BFZ,2015-10-02
153,Akoum Stonewaker,2.0,['Red'],Creature — Human Shaman,"['Human', 'Shaman']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401806&type=card,BFZ,2015-10-02
154,Akrasan Squire,1.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=174963&type=card,ALA,2008-10-03
155,Akroan Conscriptor,5.0,['Red'],Creature — Human Shaman,"['Human', 'Shaman']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378459&type=card,BNG,2014-02-07
156,Akroan Crusader,1.0,['Red'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373578&type=card,THS,2013-09-27
157,Akroan Hoplite,2.0,"['Red', 'White']",Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373590&type=card,THS,2013-09-27
158,Akroan Horse,4.0,[],Artifact Creature — Horse,['Horse'],Rare,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373550&type=card,THS,2013-09-27
159,Akroan Jailer,1.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398656&type=card,ORI,2015-07-17
160,Akroan Line Breaker,3.0,['Red'],Creature — Human Warrior,"['Human', 'Warrior']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380369&type=card,JOU,2014-05-02
161,Akroan Mastiff,4.0,['White'],Creature — Hound,['Hound'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380370&type=card,JOU,2014-05-02
162,Akroan Phalanx,4.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378374&type=card,BNG,2014-02-07
163,Akroan Sergeant,3.0,['Red'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398604&type=card,ORI,2015-07-17
164,Akroan Skyguard,2.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378375&type=card,BNG,2014-02-07
165,Akroma's Devoted,4.0,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=44747&type=card,LGN,2003-02-03
166,"Akroma, Angel of Fury",8.0,['Red'],Legendary Creature — Angel,['Angel'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=122432&type=card,PLC,2007-02-02
167,"Akroma, Angel of Wrath",8.0,['White'],Legendary Creature — Angel,['Angel'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=42049&type=card,LGN,2003-02-03
168,Akron Legionnaire,8.0,['White'],Creature — Giant Soldier,"['Giant', 'Soldier']",Rare,8,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1599&type=card,LEG,1994-06-01
169,Aku Djinn,5.0,['Black'],Creature — Djinn,['Djinn'],Rare,5,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3608&type=card,VIS,1997-02-03
170,"Akuta, Born of Ash",4.0,['Black'],Legendary Creature — Spirit,['Spirit'],Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74148&type=card,SOK,2005-06-03
171,Alabaster Dragon,6.0,['White'],Creature — Dragon,['Dragon'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4369&type=card,POR,1997-05-01
172,Alabaster Kirin,4.0,['White'],Creature — Kirin,['Kirin'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386473&type=card,KTK,2014-09-26
173,Alabaster Leech,1.0,['White'],Creature — Leech,['Leech'],Rare,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22960&type=card,INV,2000-10-02
174,Alabaster Mage,2.0,['White'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220264&type=card,M12,2011-07-15
175,Alabaster Wall,3.0,['White'],Creature — Wall,['Wall'],Common,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19541&type=card,MMQ,1999-10-04
176,Alaborn Cavalier,4.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6506&type=card,P02,1998-06-01
177,Alaborn Grenadier,2.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6508&type=card,P02,1998-06-01
178,Alaborn Musketeer,2.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6499&type=card,P02,1998-06-01
179,Alaborn Trooper,3.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6493&type=card,P02,1998-06-01
180,Alaborn Veteran,3.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6516&type=card,P02,1998-06-01
181,Alaborn Zealot,1.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6492&type=card,P02,1998-06-01
182,Aladdin,4.0,['Red'],Creature — Human Rogue,"['Human', 'Rogue']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=955&type=card,ARN,1993-12-17
183,Albino Troll,2.0,['Green'],Creature — Troll,['Troll'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5867&type=card,USG,1998-10-12
184,Alchemist's Apprentice,2.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=240031&type=card,AVR,2012-05-04
185,"Alela, Artful Provocateur",4.0,"['Black', 'Blue', 'White']",Legendary Creature — Faerie Warlock,"['Faerie', 'Warlock']",Mythic,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=476042&type=card,ELD,2019-10-04
186,Alert Shu Infantry,3.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10487&type=card,PTK,1999-05-01
187,Alesha's Vanguard,4.0,['Black'],Creature — Orc Warrior,"['Orc', 'Warrior']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391788&type=card,FRF,2015-01-23
188,"Alesha, Who Smiles at Death",3.0,['Red'],Legendary Creature — Human Warrior,"['Human', 'Warrior']",Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391787&type=card,FRF,2015-01-23
189,"Alexi, Zephyr Mage",5.0,['Blue'],Legendary Creature — Human Spellshaper,"['Human', 'Spellshaper']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=24591&type=card,PCY,2000-06-05
190,Algae Gharial,4.0,['Green'],Creature — Crocodile,['Crocodile'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=174986&type=card,ALA,2008-10-03
191,"Alhammarret, High Arbiter",7.0,['Blue'],Legendary Creature — Sphinx,['Sphinx'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398436&type=card,ORI,2015-07-17
192,Ali Baba,1.0,['Red'],Creature — Human Rogue,"['Human', 'Rogue']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=956&type=card,ARN,1993-12-17
193,Ali from Cairo,4.0,['Red'],Creature — Human,['Human'],Rare,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=957&type=card,ARN,1993-12-17
194,"Alirios, Enraptured",3.0,['Blue'],Legendary Creature — Human,['Human'],Uncommon,2,3,,THB,2020-01-24
195,Alley Grifters,3.0,['Black'],Creature — Human Mercenary,"['Human', 'Mercenary']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19584&type=card,MMQ,1999-10-04
196,Alley Strangler,3.0,['Black'],Creature — Aetherborn Rogue,"['Aetherborn', 'Rogue']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423719&type=card,AER,2017-01-20
198,Alloy Golem,6.0,[],Artifact Creature — Golem,['Golem'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23224&type=card,INV,2000-10-02
199,Alloy Myr,3.0,[],Artifact Creature — Myr,['Myr'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=214344&type=card,NPH,2011-05-13
200,Alluring Siren,2.0,['Blue'],Creature — Siren,['Siren'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189894&type=card,M10,2009-07-17
201,Alms Beast,4.0,"['Black', 'White']",Creature — Beast,['Beast'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366402&type=card,GTC,2013-02-01
202,Alpha Kavu,3.0,['Green'],Creature — Kavu,['Kavu'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27613&type=card,PLS,2001-02-05
203,Alpha Myr,2.0,[],Artifact Creature — Myr,['Myr'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=49045&type=card,MRD,2003-10-02
204,Alpha Tyrranax,6.0,['Green'],Creature — Dinosaur Beast,"['Dinosaur', 'Beast']",Common,6,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=202651&type=card,SOM,2010-10-01
205,Alpine Grizzly,3.0,['Green'],Creature — Bear,['Bear'],Common,4,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386474&type=card,KTK,2014-09-26
206,Alseid of Life's Bounty,1.0,['White'],Enchantment Creature — Nymph,['Nymph'],Uncommon,1,1,,THB,2020-01-24
207,Altac Bloodseeker,2.0,['Red'],Creature — Human Berserker,"['Human', 'Berserker']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383182&type=card,M15,2014-07-18
209,Altered Ego,4.0,"['Green', 'Blue']",Creature — Shapeshifter,['Shapeshifter'],Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=410005&type=card,SOI,2016-04-08
210,Amaranthine Wall,4.0,[],Artifact Creature — Wall,['Wall'],Uncommon,0,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=443098&type=card,DOM,2018-04-27
211,Ambassador Laquatus,3.0,['Blue'],Legendary Creature — Merfolk Wizard,"['Merfolk', 'Wizard']",Rare,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=34378&type=card,TOR,2002-02-04
212,Ambassador Oak,4.0,['Green'],Creature — Treefolk Warrior,"['Treefolk', 'Warrior']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=152998&type=card,MOR,2008-02-01
213,Ambitious Aetherborn,5.0,['Black'],Creature — Aetherborn Artificer,"['Aetherborn', 'Artificer']",Common,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417645&type=card,KLD,2016-09-30
214,Ambuscade Shaman,3.0,['Black'],Creature — Orc Shaman,"['Orc', 'Shaman']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394489&type=card,DTK,2015-03-27
215,Ambush Commander,5.0,['Green'],Creature — Elf,['Elf'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=43599&type=card,SCG,2003-05-26
216,Ambush Krotiq,6.0,['Green'],Creature — Insect,['Insect'],Common,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391789&type=card,FRF,2015-01-23
217,Ambush Party,5.0,['Red'],Creature — Human Rogue,"['Human', 'Rogue']",Common,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2989&type=card,HML,1995-10-01
218,Ambush Viper,2.0,['Green'],Creature — Snake,['Snake'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220644&type=card,ISD,2011-09-30
219,Ammit Eternal,3.0,['Black'],Creature — Zombie Crocodile Demon,"['Zombie', 'Crocodile', 'Demon']",Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430746&type=card,HOU,2017-07-14
220,Amoeboid Changeling,2.0,['Blue'],Creature — Shapeshifter,['Shapeshifter'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140339&type=card,LRW,2007-10-12
221,Amphibious Kavu,3.0,['Green'],Creature — Kavu,['Kavu'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26409&type=card,PLS,2001-02-05
222,Amphin Cutthroat,4.0,['Blue'],Creature — Salamander Rogue,"['Salamander', 'Rogue']",Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220218&type=card,M12,2011-07-15
223,Amphin Pathmage,4.0,['Blue'],Creature — Salamander Wizard,"['Salamander', 'Wizard']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383183&type=card,M15,2014-07-18
224,Amplifire,4.0,['Red'],Creature — Elemental,['Elemental'],Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457236&type=card,RNA,2019-01-25
225,Ampryn Tactician,4.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398603&type=card,ORI,2015-07-17
226,Amrou Kithkin,2.0,['White'],Creature — Kithkin,['Kithkin'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1601&type=card,LEG,1994-06-01
227,Amrou Scout,2.0,['White'],Creature — Kithkin Rebel Scout,"['Kithkin', 'Rebel', 'Scout']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=113619&type=card,TSP,2006-10-06
228,Amrou Seekers,3.0,['White'],Creature — Kithkin Rebel,"['Kithkin', 'Rebel']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=113509&type=card,TSP,2006-10-06
229,Amugaba,7.0,['Blue'],Creature — Illusion,['Illusion'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29929&type=card,ODY,2001-10-01
231,Ana Battlemage,3.0,['Green'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=124342&type=card,PLC,2007-02-02
232,Ana Disciple,1.0,['Green'],Creature — Human Wizard,"['Human', 'Wizard']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25856&type=card,APC,2001-06-04
233,Anaba Ancestor,2.0,['Red'],Creature — Minotaur Spirit,"['Minotaur', 'Spirit']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2991&type=card,HML,1995-10-01
234,Anaba Bodyguard,4.0,['Red'],Creature — Minotaur,['Minotaur'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2992&type=card,HML,1995-10-01
235,Anaba Shaman,4.0,['Red'],Creature — Minotaur Shaman,"['Minotaur', 'Shaman']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2995&type=card,HML,1995-10-01
236,Anaba Spirit Crafter,4.0,['Red'],Creature — Minotaur Shaman,"['Minotaur', 'Shaman']",Rare,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2996&type=card,HML,1995-10-01
237,Anaconda,4.0,['Green'],Creature — Snake,['Snake'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4288&type=card,POR,1997-05-01
238,"Anafenza, Kin-Tree Spirit",2.0,['White'],Legendary Creature — Spirit Soldier,"['Spirit', 'Soldier']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394490&type=card,DTK,2015-03-27
239,"Anafenza, the Foremost",3.0,"['Black', 'Green', 'White']",Legendary Creature — Human Soldier,"['Human', 'Soldier']",Mythic,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386476&type=card,KTK,2014-09-26
240,Anarchist,5.0,['Red'],Creature — Human Wizard,"['Human', 'Wizard']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6110&type=card,EXO,1998-06-15
241,Anathemancer,3.0,"['Black', 'Red']",Creature — Zombie Wizard,"['Zombie', 'Wizard']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179538&type=card,ARB,2009-04-30
242,Anavolver,4.0,['Green'],Creature — Volver,['Volver'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25951&type=card,APC,2001-06-04
243,Anax and Cymede,3.0,"['Red', 'White']",Legendary Creature — Human Soldier,"['Human', 'Soldier']",Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373530&type=card,THS,2013-09-27
245,Ancestor's Chosen,7.0,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=34243&type=card,JUD,2002-05-27
246,Ancestor's Prophet,5.0,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Rare,1,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=39882&type=card,ONS,2002-10-07
247,Ancestral Statue,4.0,[],Artifact Creature — Golem,['Golem'],Common,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394491&type=card,DTK,2015-03-27
248,Ancient Brontodon,8.0,['Green'],Creature — Dinosaur,['Dinosaur'],Common,9,9,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435330&type=card,XLN,2017-09-29
249,Ancient Carp,5.0,['Blue'],Creature — Fish,['Fish'],Common,2,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394492&type=card,DTK,2015-03-27
250,Ancient Crab,3.0,['Blue'],Creature — Crab,['Crab'],Common,1,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=407560&type=card,OGW,2016-01-22
251,Ancient Hellkite,7.0,['Red'],Creature — Dragon,['Dragon'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204980&type=card,M11,2010-07-16
252,Ancient Hydra,5.0,['Red'],Creature — Hydra,['Hydra'],Uncommon,5,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22296&type=card,NEM,2000-02-14
253,Ancient Kavu,4.0,['Red'],Creature — Kavu,['Kavu'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23069&type=card,INV,2000-10-02
